text,label
"Solve a one-step word problem involving mass given in grams using multiplication, limited to one-digit factors.</p>",3.MD.A.2
"Count the number of objects in each category, limited to a maximum of 10 objects in each category.",K.MD.B.3
"Solve a one-step word problem involving mass given in grams using subtraction, limited to minuends to 1000.</p>",3.MD.A.2
Explain the relationship between multiplication and division.,3.OA.B.6
Show equality using the equal sign.,1.OA.D.7
Measure an object to the nearest meter.,2.MD.A.1
"Compare two objects with a measurable attribute in common by describing the difference using phrases such as <em>more of</em>, <em>more than</em>,<em> taller</em>, <em>heavier</em>, or<em> longer than</em>.</p>",K.MD.A.2
Solve a one- or two-step problem involving multiplication or division of whole numbers within 100 using various strategies.,3.OA.A.3
Describe the categories that were used to sort objects and data by common attributes.,1.MD.C.4
Determine the equation of a line that is parallel or perpendicular to the <em>x</em>- or <em>y</em>- axis or determine whether the slope of the line is zero or undefined.</p>,HSG.GPE.B.5
"Sort objects into given categories, limited to a maximum of 10 objects in each category.",K.MD.B.3
"Compare two objects with a measurable attribute in common by describing the difference using phrases such as<em> less of</em>, <em>less than</em>, <em>shorter</em>, or <em>lighter.</em></p>",K.MD.A.2
Represent a statement of equal groups as a multiplication equation.</p>,3.OA.C.7
"Describe the relative position of objects using terms such as <em>above</em>, <em>below</em>, <em>beside</em>, <em>in front of</em>,<em> behind</em>, or <em>next to</em>.</p>",K.G.A.1
Compose or decompose a fraction <em>a</em>/<em>b</em> as a sum of parts 1/<em>b</em>.</p>,3.NF.A.1
Fluently subtract numbers with minuends up to 5.,K.OA.A.5
"Add two numbers using objects or drawings, limited to sums 11 to 20.",1.OA.A.1
Describe an object using more than one attribute.,K.MD.A.1
"Classify shapes as two-dimensional or three-dimensional, limited to circle, triangle, square, rectangle, pentagon, hexagon, cube, cone, cylinder, sphere.",K.G.A.3
Compose simple shapes to form larger shapes.,K.G.B.6
"Name multiple three-dimensional objects that are the same shape but different orientation or size, limited to cube, cone, cylinder, sphere.",K.G.A.2
"Answer a basic question about data shown on a picture graph or pictograph (single-unit scale), including ""most,"" ""fewest,"" ""same number of,"" or ""how many,"" limited to questions that do not involve computations.",2.MD.D.10
"Represent equivalent fractions, using visual models of sets.",3.NF.A.3
"Describe the relationship between the factors and the product in a whole number multiplication equation, limited to factors from 0 to 10.",3.OA.D.8
"Compare three-dimensional objects using informal language, limited to cube, cone, cylinder, sphere.",K.G.B.4
Explain the meaning of the term <em>unit fraction</em>.</p>,3.NF.A.1
Measure an object to the nearest foot.,2.MD.A.1
Determine elapsed time in hours.,3.MD.A.1
"Subtract two numbers using objects or drawings, limited to minuends 11 to 20.",1.OA.A.1
"Compare two-dimensional shapes to three-dimensional objects using informal language, limited to square, circle, triangle, rectangle, pentagon, hexagon, cube, cone, cylinder, sphere.",K.G.B.4
Fluently add numbers with sums up to 5.,K.OA.A.5
Explain which attributes are being used to classify three-dimensional figures.,1.G.A.1
Measure an object to the nearest centimeter.,2.MD.A.1
"Answer a basic question about data shown on a bar graph (single-unit scale), including ""most,"" ""fewest,"" ""same number of,"" or ""how many,"" limited to questions that do not involve computations.",2.MD.D.10
"Solve a multistep real-world problem, using conversion of measurement units within the metric measurement system, limited to whole numbers.</p>",5.MD.A.1
"Compare two-dimensional shapes using informal language, limited to circle, triangle, square, rectangle, pentagon, hexagon.",K.G.B.4
"Name a two-dimensional shape, limited to circle, triangle, square, rectangle, pentagon, hexagon.",K.G.A.2
"Solve a one-step word problem involving volumes given in liters using multiplication, limited to one-digit factors.</p>",3.MD.A.2
"Estimate the answer to a word problem involving multiplication of a fraction by a whole number, limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",4.NF.B.4
"Describe a two-dimensional shape using informal language, limited to circle, triangle, square, rectangle, pentagon, hexagon.",K.G.B.4
"Describe a three-dimensional object using informal language, limited to cube, cone, cylinder, sphere.",K.G.B.4
"Solve a word problem in a situation involving equal groups, arrays, or measurement quantities using division, limited to dividends through 50 and divisors and quotients through 10.</p>",3.OA.A.3
"Arrange objects according to given relative positions, such as above, below, beside, in front of, behind, or next to.",K.G.A.1
"Describe an object using measurable attributes of length, width, or height.",K.MD.A.1
"Round a whole number to the nearest 1,000.</p>",3.NBT.A.1
"Represent a subtraction word problem, using objects or a drawing, limited to minuends up to 10.",K.OA.A.2
"Solve a problem involving the circumferences of a circle, using a formula.",7.G.B.4
"Name a special angle pair, limited to supplementary, complementary, vertical, adjacent angles.",7.G.B.5
"Represent subtraction, using an expression or equation, limited to minuends up to 10.",K.OA.A.1
"Subtract two numbers, using objects or drawings, limited to minuends up to 10.",K.OA.A.2
"Solve real-world problems involving the circumference of a circle, using a formula.",7.G.B.4
Determine the area of the two-dimensional figure that results from slicing a three-dimensional figure.,7.G.B.6
"Decompose a number into pairs in more than one way, represented using objects or drawings, limited to sums to 10.",K.OA.A.3
"Prove that two lines are parallel, based on given angle conditions.",HSG.CO.C.9
"Solve a subtraction word problem by representing the problem with objects or drawings, limited to minuends up to 10.",K.OA.A.2
"Round a whole number to the nearest 10,000.</p>",3.NBT.A.1
"Represent an addition word problem, using objects or a drawing, limited to sums to 10.",K.OA.A.2
"Represent a composition of a number made up of 10 ones and some further ones, using an equation, limited to numbers from 11 to 19.",K.NBT.A.1
"Decompose a number into pairs in more than one way, represented using equations, limited to sums to 10.",K.OA.A.3
"Name the theorem or postulate used to determine whether two lines are parallel, based on given angle conditions.",HSG.CO.C.9
Solve a real-world problem involving the division of decimals to the hundredths place.,5.NBT.B.6
"Represent a decomposition of a number into 10 ones and some further ones, using an equation, limited to numbers from 11 to 19.",K.NBT.A.1
"Add whole numbers with two and three digits, limited to sums from 100 to 1,000.",3.NBT.A.2
Determine the surface area of a cube.,7.G.B.6
"Sort groups of objects according to number of objects in each category, limited to a maximum of 10 objects in each category.",K.MD.B.3
"Describe a number from 11 to 19 as the composition of 10 ones and one, two, three, four, five, six, seven, eight, or nine ones.",K.NBT.A.1
Subtract whole numbers with two or three digits from three-digit whole numbers.,3.NBT.A.2
Determine area by building an array and counting unit squares.</p>,3.MD.C.6
"Compose numbers made up of 10 ones and some more ones, using drawings, limited to numbers from 11 to 19.",K.NBT.A.1
"Show or explain measurable attributes of a real-world or mathematical object, using various tools.</p>",3.G.A.1
"Represent addition using objects, drawings, or explanations, limited to sums to 10.",K.OA.A.1
"Represent addition, using an expression or equation, limited to sums to 10.",K.OA.A.1
"Represent subtraction, using objects, drawings, or explanations, limited to minuends up to 10.",K.OA.A.1
"Decompose numbers into 10 ones and some further ones, using drawings, limited to numbers from 11 to 19.",K.NBT.A.1
"Decompose a number into a pair of addends, limited to sums to 10.",K.OA.A.3
"Solve a problem about unknown angles in a figure, using facts about supplementary, complementary, vertical, and/or adjacent angles.",7.G.B.5
"Solve an addition word problem by representing the problem with objects or drawings, limited to sums to 10.",K.OA.A.2
Determine the area of a figure by counting square units.</p>,3.MD.C.6
"Add two numbers, using objects or drawings, limited to sums to 10.",K.OA.A.2
Solve a problem involving the distance around a figure composed of a partial circle or partial circles and rectangles.,7.G.B.4
"Solve a problem involving the area of a two-dimensional figure composed of triangles, quadrilaterals, polygons, and/or circles.",7.G.B.4
"Solve a problem involving the area of a circle, using a formula.",7.G.B.4
"Order length measurements, or measure length indirectly or by repeating length units.",1.MD.A.1
Determine whether two linear expressions are equivalent.,7.EE.A.2
Apply the distributive property to a linear expression.,7.EE.A.1
Add positive and negative decimals.,7.NS.A.1
"Divide a one-digit number by 3, no remainder.",3.OA.C.7
Solve a problem involving the relationship between the radius and the diameter of a circle.,7.G.B.4
Subtract positive and negative decimals using a number line.,7.NS.A.1
"Divide a one-digit number by 2, no remainder.",3.OA.C.7
Solve a problem involving the volume of a right prism.,7.G.B.6
Determine the surface area of a right prism.,7.G.B.6
Solve a problem involving surface area or volume of a cone and/or sphere.,HSG.GMD.A.3
"Solve a real-world problem involving the area of a two-dimensional figure composed of triangles, quadrilaterals, and/or polygons.",7.G.B.6
Subtract integers.,7.NS.A.1
"Solve a one-step word problem involving mass given in kilograms using subtraction, limited to minuends to 1000.</p>",3.MD.A.2
"Solve a real-world problem by writing and solving an equation in the form <em>px</em> + <em>q</em> = <em>r</em>, where<em> p</em>, <em>q</em>, <em>r</em>, and <em>x</em> are all rational numbers.</p>",7.EE.B.4
"Solve a one-step word problem involving mass given in kilograms using addition, limited to sums within 1000.</p>",3.MD.A.2
Determine the volume of a right rectangular prism.,7.G.B.6
"Determine the number that is <em>n</em> units from a given number, using a number line.</p>",7.NS.A.1
Solve a real-world problem involving the volume of a cube.,7.G.B.6
